                    ************************************************************************************************
                    *  Z= 29 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 59 and ldmodel= 6  *
 170.00  5.260  5.20E+22 4.36E+21 8.75E+22 6.04E+19 1.18E+20 1.71E+20 2.18E+20 2.56E+20 2.85E+20 3.04E+20 3.13E+20 3.13E+20 3.05E+20 2.90E+20 2.70E+20 2.45E+20 2.18E+20 1.91E+20 1.64E+20 1.38E+20 1.14E+20 9.26E+19 7.39E+19 5.78E+19 4.44E+19 3.36E+19 2.49E+19 1.82E+19 1.30E+19 9.12E+18 6.28E+18 4.25E+18 2.83E+18
 180.00  5.412  3.03E+23 2.51E+22 5.10E+23 3.37E+20 6.61E+20 9.58E+20 1.22E+21 1.43E+21 1.60E+21 1.71E+21 1.76E+21 1.78E+21 1.73E+21 1.65E+21 1.54E+21 1.41E+21 1.27E+21 1.12E+21 9.65E+20 8.18E+20 6.81E+20 5.58E+20 4.48E+20 3.54E+20 2.75E+20 2.10E+20 1.57E+20 1.16E+20 8.41E+19 5.97E+19 4.18E+19 2.87E+19 1.93E+19
 190.00  5.560  1.67E+24 1.37E+23 2.82E+24 1.79E+21 3.50E+21 5.09E+21 6.48E+21 7.64E+21 8.54E+21 9.14E+21 9.48E+21 9.54E+21 9.37E+21 8.98E+21 8.42E+21 7.74E+21 6.98E+21 6.17E+21 5.37E+21 4.57E+21 3.84E+21 3.17E+21 2.56E+21 2.04E+21 1.60E+21 1.23E+21 9.34E+20 6.96E+20 5.09E+20 3.67E+20 2.60E+20 1.81E+20 1.24E+20
 200.00  5.705  8.63E+24 6.95E+23 1.46E+25 8.85E+21 1.73E+22 2.53E+22 3.22E+22 3.81E+22 4.26E+22 4.57E+22 4.75E+22 4.79E+22 4.73E+22 4.54E+22 4.28E+22 3.95E+22 3.58E+22 3.19E+22 2.78E+22 2.39E+22 2.02E+22 1.67E+22 1.36E+22 1.10E+22 8.66E+21 6.73E+21 5.14E+21 3.87E+21 2.86E+21 2.08E+21 1.49E+21 1.05E+21 7.26E+20

                    ************************************************************************************************
                    *  Z= 29 A= 59: Negative-Parity Spin-dependent Level Density [MeV-1] for Cu 59 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.202  7.97E-02 3.19E-01 1.73E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.285  4.38E-01 1.43E+00 5.64E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.349  1.29E+00 3.43E+00 1.24E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.403  2.32E+00 4.11E+00 1.48E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.451  3.60E+00 5.11E+00 1.92E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.494  5.38E+00 7.13E+00 2.28E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.534  6.45E+00 4.27E+00 1.56E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.570  7.18E+00 2.92E+00 1.33E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.605  8.14E+00 3.83E+00 1.79E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.638  1.04E+01 8.85E+00 3.63E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.669  1.57E+01 2.15E+01 8.31E+01 5.32E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.699  2.43E+01 3.42E+01 1.38E+02 3.88E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.727  3.18E+01 3.01E+01 1.36E+02 7.78E-02 1.00E-30 4.71E-03 4.85E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.755  3.63E+01 1.79E+01 1.03E+02 6.04E-02 4.85E-03 8.79E-02 8.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.781  3.90E+01 1.07E+01 7.03E+01 1.85E-02 1.78E-02 2.60E-01 2.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.807  4.24E+01 1.39E+01 7.70E+01 2.91E-03 3.31E-02 3.31E-01 3.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.832  5.26E+01 4.06E+01 2.14E+02 4.12E-02 5.84E-02 3.78E-01 3.88E-01 1.21E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.856  7.31E+01 8.22E+01 4.35E+02 4.61E-01 8.13E-01 1.06E+00 1.03E+00 6.97E-01 2.56E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.879  9.81E+01 1.00E+02 5.34E+02 1.26E+00 2.39E+00 2.33E+00 2.22E+00 2.19E+00 8.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.902  1.24E+02 1.04E+02 5.80E+02 2.11E+00 3.80E+00 3.67E+00 3.47E+00 3.27E+00 1.15E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.946  1.75E+02 1.01E+02 6.51E+02 3.64E+00 6.01E+00 6.22E+00 4.96E+00 3.57E+00 1.08E+00 2.40E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.988  2.71E+02 1.92E+02 1.18E+03 2.27E+00 5.39E+00 5.34E+00 2.86E+00 1.98E+00 9.95E-01 7.50E-01 4.66E-02 8.32E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  1.028  4.07E+02 2.72E+02 1.92E+03 4.92E+00 1.10E+01 1.52E+01 1.30E+01 8.39E+00 4.70E+00 3.57E+00 5.87E-01 6.10E-02 2.18E-02 8.63E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.067  6.07E+02 4.01E+02 2.88E+03 1.58E+01 2.59E+01 3.05E+01 3.03E+01 2.32E+01 1.33E+01 6.81E+00 1.99E+00 2.15E-01 9.46E-02 1.05E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.105  8.63E+02 5.11E+02 4.13E+03 2.24E+01 2.74E+01 3.31E+01 3.52E+01 2.59E+01 1.56E+01 6.21E+00 2.91E+00 9.63E-01 1.25E-01 5.29E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.141  1.24E+03 7.56E+02 6.27E+03 1.89E+01 2.80E+01 3.02E+01 3.06E+01 3.17E+01 2.45E+01 1.10E+01 6.17E+00 3.33E+00 3.04E-01 9.23E-02 9.23E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.176  1.75E+03 1.02E+03 8.24E+03 3.12E+01 6.01E+01 7.47E+01 7.15E+01 7.05E+01 5.21E+01 2.95E+01 1.58E+01 7.06E+00 8.97E-01 1.79E-01 4.69E-02 6.44E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.210  2.44E+03 1.39E+03 1.17E+04 4.80E+01 9.36E+01 1.19E+02 1.16E+02 1.03E+02 7.30E+01 4.53E+01 2.43E+01 8.43E+00 2.08E+00 4.61E-01 7.35E-02 1.59E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.243  3.52E+03 2.15E+03 1.86E+04 5.65E+01 1.04E+02 1.30E+02 1.35E+02 1.13E+02 8.81E+01 5.88E+01 3.30E+01 1.76E+01 3.85E+00 1.20E+00 1.42E-01 6.96E-02 3.10E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.276  4.93E+03 2.81E+03 2.44E+04 8.78E+01 1.43E+02 1.78E+02 1.92E+02 1.83E+02 1.44E+02 9.95E+01 6.18E+01 3.27E+01 9.36E+00 3.00E+00 3.99E-01 1.14E-01 1.64E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.338  1.00E+04 5.09E+03 4.55E+04 1.46E+02 2.59E+02 3.35E+02 3.70E+02 3.58E+02 3.15E+02 2.40E+02 1.51E+02 8.79E+01 3.71E+01 1.09E+01 4.14E+00 1.02E+00 8.17E-02 3.86E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.397  1.94E+04 9.38E+03 8.61E+04 2.74E+02 4.66E+02 6.17E+02 6.92E+02 6.95E+02 6.06E+02 4.94E+02 3.48E+02 2.04E+02 1.04E+02 4.23E+01 1.30E+01 2.77E+00 3.31E-01 4.10E-02 5.77E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.454  3.56E+04 1.62E+04 1.55E+05 5.06E+02 9.02E+02 1.17E+03 1.32E+03 1.37E+03 1.21E+03 9.89E+02 7.36E+02 4.92E+02 2.75E+02 1.24E+02 4.56E+01 1.23E+01 3.61E+00 6.59E-01 3.74E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.509  6.26E+04 2.69E+04 2.65E+05 9.28E+02 1.65E+03 2.18E+03 2.45E+03 2.46E+03 2.25E+03 1.90E+03 1.45E+03 1.01E+03 6.23E+02 3.20E+02 1.37E+02 4.74E+01 1.04E+01 1.82E+00 1.43E-01 1.79E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.562  1.06E+05 4.31E+04 4.38E+05 1.57E+03 2.90E+03 3.85E+03 4.31E+03 4.33E+03 3.98E+03 3.39E+03 2.67E+03 1.92E+03 1.25E+03 7.07E+02 3.41E+02 1.34E+02 3.76E+01 8.26E+00 1.11E+00 7.34E-02 4.77E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.614  1.75E+05 6.92E+04 7.23E+05 2.71E+03 4.86E+03 6.46E+03 7.34E+03 7.54E+03 6.95E+03 5.89E+03 4.69E+03 3.49E+03 2.41E+03 1.43E+03 7.66E+02 3.50E+02 1.23E+02 3.95E+01 5.82E+00 2.12E-01 3.15E-01 4.76E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.663  2.85E+05 1.10E+05 1.17E+06 4.36E+03 7.81E+03 1.05E+04 1.20E+04 1.23E+04 1.16E+04 1.00E+04 8.03E+03 6.02E+03 4.29E+03 2.71E+03 1.57E+03 8.01E+02 3.23E+02 1.22E+02 3.02E+01 6.46E+00 9.46E-01 1.50E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.711  4.51E+05 1.67E+05 1.81E+06 6.56E+03 1.22E+04 1.62E+04 1.87E+04 1.93E+04 1.82E+04 1.60E+04 1.30E+04 1.00E+04 7.18E+03 4.76E+03 2.90E+03 1.59E+03 7.48E+02 3.01E+02 9.50E+01 2.12E+01 2.79E+00 4.37E-02 1.25E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.758  6.96E+05 2.45E+05 2.70E+06 9.21E+03 1.75E+04 2.39E+04 2.78E+04 2.88E+04 2.75E+04 2.44E+04 2.02E+04 1.57E+04 1.15E+04 7.85E+03 4.94E+03 2.84E+03 1.48E+03 6.44E+02 2.29E+02 6.63E+01 1.16E+01 1.21E+00 1.82E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.804  1.04E+06 3.48E+05 3.89E+06 1.30E+04 2.49E+04 3.45E+04 4.03E+04 4.19E+04 4.03E+04 3.63E+04 3.03E+04 2.38E+04 1.76E+04 1.23E+04 7.98E+03 4.74E+03 2.60E+03 1.21E+03 4.79E+02 1.65E+02 3.68E+01 4.19E+00 1.75E+00 1.09E-02 5.18E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.913  3.16E+06 8.44E+05 9.80E+06 3.23E+04 6.12E+04 8.43E+04 9.91E+04 1.05E+05 1.03E+05 9.35E+04 8.02E+04 6.49E+04 4.97E+04 3.60E+04 2.46E+04 1.57E+04 9.38E+03 5.10E+03 2.48E+03 1.06E+03 3.54E+02 8.44E+01 1.51E+01 7.85E+00 6.48E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  2.017  8.48E+06 2.13E+06 2.59E+07 7.50E+04 1.42E+05 1.96E+05 2.32E+05 2.47E+05 2.44E+05 2.25E+05 1.96E+05 1.62E+05 1.27E+05 9.42E+04 6.67E+04 4.49E+04 2.86E+04 1.70E+04 9.43E+03 4.73E+03 2.08E+03 7.78E+02 2.35E+02 5.13E+01 5.04E+00 2.37E+01 5.14E+00 7.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  2.210  5.91E+07 1.01E+07 1.27E+08 3.26E+05 6.21E+05 8.60E+05 1.02E+06 1.11E+06 1.11E+06 1.05E+06 9.35E+05 7.94E+05 6.42E+05 4.95E+05 3.64E+05 2.56E+05 1.73E+05 1.11E+05 6.75E+04 3.89E+04 2.11E+04 1.06E+04 4.82E+03 1.95E+03 6.71E+02 2.51E+02 5.67E+01 8.69E+00 4.66E+01 1.27E+01 2.53E+00 3.34E-01 1.00E-30
  40.00  2.551  1.39E+09 1.33E+08 1.77E+09 3.93E+06 7.52E+06 1.05E+07 1.26E+07 1.38E+07 1.41E+07 1.35E+07 1.23E+07 1.08E+07 9.00E+06 7.19E+06 5.50E+06 4.04E+06 2.84E+06 1.92E+06 1.24E+06 7.69E+05 4.54E+05 2.56E+05 1.37E+05 6.97E+04 3.38E+04 1.90E+04 8.05E+03 3.08E+03 1.03E+03 2.86E+02 5.91E+01 8.24E+00 8.39E+01
  50.00  2.852  4.06E+10 3.92E+09 5.78E+10 8.54E+07 1.65E+08 2.32E+08 2.84E+08 3.17E+08 3.32E+08 3.29E+08 3.11E+08 2.83E+08 2.46E+08 2.07E+08 1.68E+08 1.31E+08 9.91E+07 7.22E+07 5.07E+07 3.44E+07 2.24E+07 1.41E+07 8.47E+06 4.88E+06 2.68E+06 1.41E+06 6.93E+05 3.21E+05 1.39E+05 5.54E+04 2.01E+04 6.58E+03 1.91E+03
  60.00  3.125  6.12E+11 5.72E+10 8.85E+11 1.34E+09 2.60E+09 3.69E+09 4.54E+09 5.13E+09 5.44E+09 5.47E+09 5.27E+09 4.88E+09 4.36E+09 3.76E+09 3.14E+09 2.55E+09 2.00E+09 1.51E+09 1.12E+09 8.01E+08 5.55E+08 3.73E+08 2.42E+08 1.52E+08 9.27E+07 5.45E+07 3.09E+07 1.68E+07 8.84E+06 4.46E+06 2.14E+06 9.82E+05 4.26E+05
  70.00  3.375  1.13E+13 1.07E+12 1.74E+13 2.14E+10 4.15E+10 5.90E+10 7.32E+10 8.34E+10 8.91E+10 9.08E+10 8.87E+10 8.35E+10 7.59E+10 6.68E+10 5.71E+10 4.73E+10 3.81E+10 2.99E+10 2.28E+10 1.68E+10 1.21E+10 8.43E+09 5.72E+09 3.76E+09 2.41E+09 1.49E+09 8.90E+08 5.15E+08 2.88E+08 1.55E+08 7.99E+07 3.97E+07 1.88E+07
  80.00  3.608  1.96E+14 1.84E+13 3.05E+14 3.78E+11 7.34E+11 1.05E+12 1.31E+12 1.50E+12 1.60E+12 1.65E+12 1.61E+12 1.53E+12 1.42E+12 1.26E+12 1.09E+12 9.15E+11 7.48E+11 5.95E+11 4.60E+11 3.47E+11 2.55E+11 1.82E+11 1.26E+11 8.52E+10 5.59E+10 3.56E+10 2.20E+10 1.32E+10 7.62E+09 4.26E+09 2.30E+09 1.19E+09 5.96E+08
  90.00  3.827  2.92E+15 2.72E+14 4.60E+15 5.24E+12 1.02E+13 1.46E+13 1.82E+13 2.08E+13 2.25E+13 2.32E+13 2.29E+13 2.18E+13 2.02E+13 1.81E+13 1.58E+13 1.34E+13 1.11E+13 8.93E+12 7.00E+12 5.36E+12 3.99E+12 2.90E+12 2.05E+12 1.41E+12 9.48E+11 6.18E+11 3.92E+11 2.42E+11 1.45E+11 8.44E+10 4.75E+10 2.59E+10 1.36E+10
 100.00  4.034  3.40E+16 3.11E+15 5.43E+16 5.63E+13 1.10E+14 1.57E+14 1.97E+14 2.26E+14 2.47E+14 2.55E+14 2.55E+14 2.46E+14 2.30E+14 2.09E+14 1.84E+14 1.59E+14 1.34E+14 1.09E+14 8.73E+13 6.82E+13 5.19E+13 3.86E+13 2.80E+13 1.99E+13 1.37E+13 9.23E+12 6.07E+12 3.88E+12 2.42E+12 1.47E+12 8.68E+11 4.97E+11 2.77E+11
 110.00  4.231  3.40E+17 3.06E+16 5.48E+17 5.30E+14 1.03E+15 1.48E+15 1.86E+15 2.16E+15 2.35E+15 2.46E+15 2.46E+15 2.39E+15 2.25E+15 2.06E+15 1.85E+15 1.61E+15 1.36E+15 1.13E+15 9.16E+14 7.26E+14 5.62E+14 4.24E+14 3.14E+14 2.26E+14 1.60E+14 1.10E+14 7.42E+13 4.87E+13 3.12E+13 1.94E+13 1.19E+13 7.02E+12 4.05E+12
 120.00  4.419  3.08E+18 2.74E+17 5.02E+18 4.54E+15 8.86E+15 1.27E+16 1.61E+16 1.86E+16 2.04E+16 2.15E+16 2.16E+16 2.11E+16 2.00E+16 1.85E+16 1.67E+16 1.47E+16 1.25E+16 1.06E+16 8.65E+15 6.94E+15 5.45E+15 4.18E+15 3.15E+15 2.31E+15 1.66E+15 1.17E+15 8.04E+14 5.41E+14 3.55E+14 2.27E+14 1.42E+14 8.72E+13 5.18E+13
