                    ************************************************************************************************
                    *  Z= 29 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 59 and ldmodel= 3  *
 170.00  5.696  2.85E+25 2.46E+24 4.57E+25 4.01E+22 7.82E+22 1.13E+23 1.42E+23 1.65E+23 1.80E+23 1.89E+23 1.91E+23 1.87E+23 1.78E+23 1.65E+23 1.49E+23 1.31E+23 1.13E+23 9.57E+22 7.92E+22 6.42E+22 5.10E+22 3.97E+22 3.04E+22 2.28E+22 1.68E+22 1.21E+22 8.60E+21 6.00E+21 4.10E+21 2.76E+21 1.82E+21 1.18E+21 7.54E+20
 180.00  5.862  1.97E+26 1.69E+25 3.17E+26 2.67E+23 5.21E+23 7.51E+23 9.47E+23 1.10E+24 1.21E+24 1.27E+24 1.29E+24 1.27E+24 1.21E+24 1.13E+24 1.02E+24 9.09E+23 7.89E+23 6.71E+23 5.59E+23 4.57E+23 3.66E+23 2.88E+23 2.22E+23 1.68E+23 1.25E+23 9.13E+22 6.55E+22 4.62E+22 3.20E+22 2.18E+22 1.46E+22 9.58E+21 6.19E+21
 190.00  6.022  1.30E+27 1.10E+26 2.10E+27 1.69E+24 3.30E+24 4.76E+24 6.02E+24 7.01E+24 7.73E+24 8.15E+24 8.29E+24 8.18E+24 7.84E+24 7.33E+24 6.69E+24 5.97E+24 5.21E+24 4.46E+24 3.74E+24 3.08E+24 2.48E+24 1.97E+24 1.53E+24 1.17E+24 8.78E+23 6.48E+23 4.69E+23 3.34E+23 2.34E+23 1.61E+23 1.09E+23 7.26E+22 4.76E+22
 200.00  6.179  8.11E+27 6.82E+26 1.32E+28 1.02E+25 2.00E+25 2.89E+25 3.65E+25 4.27E+25 4.71E+25 4.98E+25 5.08E+25 5.03E+25 4.84E+25 4.54E+25 4.17E+25 3.74E+25 3.28E+25 2.82E+25 2.38E+25 1.97E+25 1.60E+25 1.28E+25 1.00E+25 7.73E+24 5.85E+24 4.35E+24 3.18E+24 2.29E+24 1.62E+24 1.13E+24 7.71E+23 5.19E+23 3.44E+23

                    ************************************************************************************************
                    *  Z= 29 A= 59: Negative-Parity Spin-dependent Level Density [MeV-1] for Cu 59 and ldmodel= 3  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.218  2.42E-01 9.69E-01 4.73E+00 1.61E-01 2.45E-01 2.33E-01 1.64E-01 9.03E-02 3.97E-02 1.41E-02 4.11E-03 9.79E-04 1.92E-04 3.11E-05 4.16E-06 4.60E-07 4.21E-08 3.20E-09 2.01E-10 1.05E-11 4.57E-13 1.65E-14 4.93E-16 1.23E-17 2.54E-19 4.37E-21 6.24E-23 7.43E-25 7.35E-27 6.05E-29 1.00E-30 1.00E-30 1.00E-30
   0.50  0.309  5.41E-01 1.20E+00 5.89E+00 1.97E-01 3.01E-01 2.87E-01 2.04E-01 1.13E-01 5.05E-02 1.83E-02 5.41E-03 1.32E-03 2.64E-04 4.38E-05 6.02E-06 6.87E-07 6.50E-08 5.11E-09 3.34E-10 1.82E-11 8.22E-13 3.10E-14 9.73E-16 2.54E-17 5.54E-19 1.01E-20 1.52E-22 1.92E-24 2.02E-26 1.77E-28 1.30E-30 1.00E-30 1.00E-30
   0.75  0.378  9.04E-01 1.45E+00 7.36E+00 2.28E-01 3.53E-01 3.45E-01 2.53E-01 1.46E-01 6.84E-02 2.62E-02 8.28E-03 2.17E-03 4.74E-04 8.63E-05 1.31E-05 1.67E-06 1.78E-07 1.59E-08 1.19E-09 7.52E-11 3.97E-12 1.76E-13 6.57E-15 2.06E-16 5.42E-18 1.20E-19 2.24E-21 3.51E-23 4.62E-25 5.12E-27 4.78E-29 1.00E-30 1.00E-30
   1.00  0.437  1.35E+00 1.77E+00 9.21E+00 2.66E-01 4.17E-01 4.15E-01 3.12E-01 1.87E-01 9.14E-02 3.69E-02 1.24E-02 3.47E-03 8.15E-04 1.61E-04 2.68E-05 3.77E-06 4.47E-07 4.47E-08 3.79E-09 2.71E-10 1.64E-11 8.44E-13 3.67E-14 1.35E-15 4.21E-17 1.11E-18 2.49E-20 4.73E-22 7.62E-24 1.04E-25 1.20E-27 1.18E-29 1.00E-30
   1.25  0.488  1.88E+00 2.15E+00 1.15E+01 3.12E-01 4.93E-01 5.00E-01 3.86E-01 2.38E-01 1.21E-01 5.11E-02 1.81E-02 5.38E-03 1.35E-03 2.88E-04 5.20E-05 7.97E-06 1.04E-06 1.15E-07 1.09E-08 8.74E-10 5.99E-11 3.50E-12 1.75E-13 7.42E-15 2.69E-16 8.34E-18 2.20E-19 4.97E-21 9.57E-23 1.58E-24 2.21E-26 2.65E-28 2.72E-30
   1.50  0.535  2.54E+00 2.63E+00 1.44E+01 3.66E-01 5.85E-01 6.03E-01 4.75E-01 3.02E-01 1.59E-01 6.99E-02 2.59E-02 8.14E-03 2.17E-03 4.95E-04 9.60E-05 1.59E-05 2.26E-06 2.75E-07 2.87E-08 2.56E-09 1.96E-10 1.29E-11 7.26E-13 3.52E-14 1.46E-15 5.22E-17 1.60E-18 4.22E-20 9.56E-22 1.86E-23 3.11E-25 4.47E-27 5.52E-29
   1.75  0.578  3.35E+00 3.21E+00 1.80E+01 4.31E-01 6.95E-01 7.27E-01 5.85E-01 3.82E-01 2.07E-01 9.45E-02 3.66E-02 1.21E-02 3.40E-03 8.23E-04 1.71E-04 3.04E-05 4.67E-06 6.17E-07 7.03E-08 6.90E-09 5.84E-10 4.27E-11 2.69E-12 1.47E-13 6.90E-15 2.81E-16 9.85E-18 2.99E-19 7.83E-21 1.78E-22 3.48E-24 5.89E-26 8.62E-28
   2.00  0.618  4.33E+00 3.93E+00 2.25E+01 5.10E-01 8.27E-01 8.76E-01 7.18E-01 4.80E-01 2.68E-01 1.27E-01 5.10E-02 1.76E-02 5.21E-03 1.33E-03 2.93E-04 5.58E-05 9.19E-06 1.31E-06 1.62E-07 1.73E-08 1.61E-09 1.30E-10 9.05E-12 5.49E-13 2.89E-14 1.32E-15 5.25E-17 1.81E-18 5.42E-20 1.41E-21 3.19E-23 6.28E-25 1.07E-26
   2.25  0.655  5.53E+00 4.80E+00 2.81E+01 6.03E-01 9.86E-01 1.06E+00 8.81E-01 6.02E-01 3.45E-01 1.68E-01 7.02E-02 2.52E-02 7.82E-03 2.10E-03 4.89E-04 9.88E-05 1.74E-05 2.65E-06 3.53E-07 4.09E-08 4.13E-09 3.64E-10 2.79E-11 1.87E-12 1.09E-13 5.55E-15 2.47E-16 9.57E-18 3.24E-19 9.58E-21 2.47E-22 5.57E-24 1.10E-25
   2.50  0.691  6.99E+00 5.87E+00 3.50E+01 7.14E-01 1.18E+00 1.27E+00 1.08E+00 7.52E-01 4.42E-01 2.21E-01 9.55E-02 3.56E-02 1.15E-02 3.24E-03 7.94E-04 1.70E-04 3.16E-05 5.16E-06 7.35E-07 9.15E-08 9.98E-09 9.53E-10 7.97E-11 5.84E-12 3.75E-13 2.11E-14 1.04E-15 4.49E-17 1.70E-18 5.66E-20 1.65E-21 4.21E-23 9.45E-25
   2.75  0.725  8.79E+00 7.17E+00 4.36E+01 8.48E-01 1.40E+00 1.54E+00 1.32E+00 9.36E-01 5.63E-01 2.90E-01 1.29E-01 4.98E-02 1.67E-02 4.91E-03 1.26E-03 2.83E-04 5.58E-05 9.65E-06 1.46E-06 1.95E-07 2.29E-08 2.35E-09 2.13E-10 1.70E-11 1.19E-12 7.33E-14 3.98E-15 1.90E-16 7.98E-18 2.96E-19 9.63E-21 2.77E-22 6.99E-24
   3.00  0.757  1.10E+01 8.77E+00 5.42E+01 1.01E+00 1.68E+00 1.85E+00 1.61E+00 1.16E+00 7.14E-01 3.77E-01 1.72E-01 6.87E-02 2.39E-02 7.31E-03 1.96E-03 4.62E-04 9.58E-05 1.75E-05 2.81E-06 3.99E-07 4.99E-08 5.51E-09 5.37E-10 4.62E-11 3.51E-12 2.36E-13 1.40E-14 7.32E-16 3.39E-17 1.39E-18 5.01E-20 1.60E-21 4.53E-23
   3.25  0.788  1.37E+01 1.07E+01 6.73E+01 1.20E+00 2.00E+00 2.23E+00 1.97E+00 1.44E+00 9.02E-01 4.87E-01 2.29E-01 9.39E-02 3.38E-02 1.07E-02 2.99E-03 7.37E-04 1.60E-04 3.08E-05 5.23E-06 7.85E-07 1.04E-07 1.23E-08 1.28E-09 1.19E-10 9.72E-12 7.06E-13 4.54E-14 2.59E-15 1.31E-16 5.90E-18 2.35E-19 8.29E-21 2.60E-22
   3.50  0.817  1.69E+01 1.31E+01 8.35E+01 1.42E+00 2.39E+00 2.69E+00 2.40E+00 1.78E+00 1.13E+00 6.26E-01 3.01E-01 1.27E-01 4.73E-02 1.55E-02 4.49E-03 1.15E-03 2.62E-04 5.27E-05 9.42E-06 1.49E-06 2.10E-07 2.63E-08 2.93E-09 2.89E-10 2.54E-11 1.99E-12 1.38E-13 8.54E-15 4.70E-16 2.30E-17 1.00E-18 3.89E-20 1.34E-21
   3.75  0.846  2.09E+01 1.59E+01 1.03E+02 1.69E+00 2.86E+00 3.24E+00 2.91E+00 2.20E+00 1.42E+00 8.01E-01 3.94E-01 1.71E-01 6.54E-02 2.21E-02 6.65E-03 1.77E-03 4.19E-04 8.82E-05 1.65E-05 2.76E-06 4.10E-07 5.42E-08 6.40E-09 6.73E-10 6.32E-11 5.29E-12 3.95E-13 2.63E-14 1.56E-15 8.31E-17 3.93E-18 1.66E-19 6.28E-21
   4.00  0.874  2.58E+01 1.94E+01 1.28E+02 2.01E+00 3.41E+00 3.89E+00 3.54E+00 2.71E+00 1.78E+00 1.02E+00 5.13E-01 2.28E-01 8.96E-02 3.13E-02 9.70E-03 2.68E-03 6.59E-04 1.45E-04 2.83E-05 4.95E-06 7.73E-07 1.08E-07 1.35E-08 1.50E-09 1.50E-10 1.34E-11 1.07E-12 7.63E-14 4.88E-15 2.79E-16 1.43E-17 6.57E-19 2.70E-20
   4.25  0.901  3.17E+01 2.36E+01 1.58E+02 2.39E+00 4.07E+00 4.68E+00 4.30E+00 3.32E+00 2.22E+00 1.29E+00 6.64E-01 3.02E-01 1.22E-01 4.37E-02 1.40E-02 3.99E-03 1.02E-03 2.32E-04 4.74E-05 8.66E-06 1.42E-06 2.08E-07 2.73E-08 3.22E-09 3.41E-10 3.23E-11 2.75E-12 2.10E-13 1.44E-14 8.82E-16 4.87E-17 2.41E-18 1.07E-19
   4.50  0.927  3.89E+01 2.88E+01 1.95E+02 2.84E+00 4.86E+00 5.62E+00 5.21E+00 4.07E+00 2.76E+00 1.63E+00 8.55E-01 3.97E-01 1.64E-01 6.04E-02 1.99E-02 5.86E-03 1.55E-03 3.66E-04 7.77E-05 1.48E-05 2.53E-06 3.89E-07 5.38E-08 6.67E-09 7.45E-10 7.47E-11 6.75E-12 5.48E-13 4.00E-14 2.63E-15 1.55E-16 8.27E-18 3.96E-19
   4.75  0.952  4.76E+01 3.49E+01 2.40E+02 3.38E+00 5.80E+00 6.75E+00 6.30E+00 4.98E+00 3.42E+00 2.06E+00 1.10E+00 5.19E-01 2.19E-01 8.28E-02 2.80E-02 8.51E-03 2.32E-03 5.68E-04 1.25E-04 2.48E-05 4.42E-06 7.10E-07 1.03E-07 1.34E-08 1.57E-09 1.66E-10 1.59E-11 1.37E-12 1.06E-13 7.43E-15 4.69E-16 2.67E-17 1.37E-18
   5.00  0.977  5.82E+01 4.24E+01 2.95E+02 4.02E+00 6.92E+00 8.09E+00 7.62E+00 6.08E+00 4.22E+00 2.58E+00 1.40E+00 6.75E-01 2.91E-01 1.13E-01 3.91E-02 1.22E-02 3.43E-03 8.68E-04 1.98E-04 4.07E-05 7.55E-06 1.26E-06 1.91E-07 2.61E-08 3.21E-09 3.58E-10 3.60E-11 3.27E-12 2.69E-13 2.00E-14 1.34E-15 8.15E-17 4.47E-18
   5.50  1.025  8.93E+01 6.23E+01 4.44E+02 5.67E+00 9.82E+00 1.16E+01 1.11E+01 9.02E+00 6.40E+00 4.02E+00 2.25E+00 1.12E+00 5.04E-01 2.04E-01 7.42E-02 2.44E-02 7.24E-03 1.95E-03 4.73E-04 1.04E-04 2.08E-05 3.75E-06 6.15E-07 9.14E-08 1.23E-08 1.50E-09 1.67E-10 1.68E-11 1.53E-12 1.27E-13 9.56E-15 6.53E-16 4.05E-17
   6.00  1.070  1.35E+02 9.11E+01 6.64E+02 7.97E+00 1.39E+01 1.66E+01 1.60E+01 1.33E+01 9.62E+00 6.18E+00 3.55E+00 1.83E+00 8.53E-01 3.58E-01 1.36E-01 4.69E-02 1.47E-02 4.16E-03 1.07E-03 2.51E-04 5.34E-05 1.03E-05 1.82E-06 2.92E-07 4.26E-08 5.66E-09 6.85E-10 7.56E-11 7.59E-12 6.94E-13 5.79E-14 4.40E-15 3.04E-16
   6.50  1.114  2.01E+02 1.33E+02 9.86E+02 1.12E+01 1.96E+01 2.36E+01 2.31E+01 1.94E+01 1.43E+01 9.42E+00 5.55E+00 2.95E+00 1.42E+00 6.16E-01 2.43E-01 8.75E-02 2.86E-02 8.52E-03 2.31E-03 5.72E-04 1.29E-04 2.66E-05 5.01E-06 8.61E-07 1.35E-07 1.94E-08 2.54E-09 3.04E-10 3.33E-11 3.33E-12 3.04E-13 2.54E-14 1.95E-15
   7.00  1.156  2.97E+02 1.92E+02 1.46E+03 1.57E+01 2.76E+01 3.34E+01 3.31E+01 2.82E+01 2.12E+01 1.42E+01 8.56E+00 4.67E+00 2.31E+00 1.04E+00 4.25E-01 1.59E-01 5.40E-02 1.68E-02 4.79E-03 1.25E-03 2.97E-04 6.48E-05 1.29E-05 2.37E-06 3.97E-07 6.10E-08 8.59E-09 1.11E-09 1.31E-10 1.42E-11 1.42E-12 1.29E-13 1.08E-14
   7.50  1.196  4.36E+02 2.77E+02 2.14E+03 2.19E+01 3.87E+01 4.72E+01 4.72E+01 4.07E+01 3.10E+01 2.12E+01 1.31E+01 7.29E+00 3.70E+00 1.71E+00 7.24E-01 2.80E-01 9.92E-02 3.22E-02 9.56E-03 2.61E-03 6.52E-04 1.50E-04 3.16E-05 6.13E-06 1.09E-06 1.79E-07 2.69E-08 3.72E-09 4.72E-10 5.52E-11 5.94E-12 5.87E-13 5.34E-14
   8.00  1.236  6.34E+02 3.97E+02 3.13E+03 3.05E+01 5.40E+01 6.64E+01 6.69E+01 5.84E+01 4.52E+01 3.14E+01 1.97E+01 1.12E+01 5.85E+00 2.78E+00 1.21E+00 4.84E-01 1.77E-01 5.97E-02 1.85E-02 5.26E-03 1.38E-03 3.32E-04 7.36E-05 1.50E-05 2.83E-06 4.91E-07 7.85E-08 1.16E-08 1.57E-09 1.96E-10 2.27E-11 2.41E-12 2.37E-13
   8.50  1.274  9.17E+02 5.67E+02 4.54E+03 4.22E+01 7.52E+01 9.30E+01 9.45E+01 8.34E+01 6.53E+01 4.61E+01 2.94E+01 1.71E+01 9.13E+00 4.45E+00 1.99E+00 8.20E-01 3.10E-01 1.08E-01 3.47E-02 1.03E-02 2.80E-03 7.06E-04 1.64E-04 3.52E-05 6.97E-06 1.27E-06 2.15E-07 3.36E-08 4.85E-09 6.47E-10 7.97E-11 9.07E-12 9.55E-13
   9.00  1.311  1.32E+03 8.06E+02 6.56E+03 5.84E+01 1.04E+02 1.30E+02 1.33E+02 1.18E+02 9.38E+01 6.71E+01 4.36E+01 2.59E+01 1.41E+01 7.02E+00 3.22E+00 1.36E+00 5.31E-01 1.91E-01 6.35E-02 1.95E-02 5.52E-03 1.45E-03 3.51E-04 7.88E-05 1.64E-05 3.15E-06 5.60E-07 9.22E-08 1.41E-08 1.99E-09 2.60E-10 3.15E-11 3.54E-12
   9.50  1.347  1.89E+03 1.14E+03 9.42E+03 8.04E+01 1.44E+02 1.80E+02 1.86E+02 1.67E+02 1.34E+02 9.71E+01 6.41E+01 3.87E+01 2.14E+01 1.09E+01 5.14E+00 2.23E+00 8.92E-01 3.31E-01 1.13E-01 3.60E-02 1.06E-02 2.88E-03 7.27E-04 1.70E-04 3.69E-05 7.42E-06 1.39E-06 2.40E-07 3.86E-08 5.75E-09 7.96E-10 1.02E-10 1.22E-11
  10.00  1.382  2.69E+03 1.60E+03 1.35E+04 1.10E+02 1.98E+02 2.49E+02 2.59E+02 2.35E+02 1.90E+02 1.40E+02 9.34E+01 5.73E+01 3.23E+01 1.68E+01 8.07E+00 3.59E+00 1.47E+00 5.61E-01 1.98E-01 6.49E-02 1.97E-02 5.56E-03 1.46E-03 3.54E-04 8.01E-05 1.68E-05 3.28E-06 5.95E-07 1.00E-07 1.57E-08 2.30E-09 3.11E-10 3.93E-11
  11.00  1.449  5.83E+03 3.14E+03 2.71E+04 2.06E+02 3.72E+02 4.71E+02 4.95E+02 4.56E+02 3.76E+02 2.82E+02 1.94E+02 1.23E+02 7.14E+01 3.85E+01 1.92E+01 8.92E+00 3.84E+00 1.54E+00 5.72E-01 1.98E-01 6.39E-02 1.92E-02 5.38E-03 1.40E-03 3.42E-04 7.75E-05 1.64E-05 3.23E-06 5.95E-07 1.02E-07 1.64E-08 2.45E-09 3.42E-10
  12.00  1.513  1.19E+04 6.03E+03 5.33E+04 3.79E+02 6.87E+02 8.76E+02 9.31E+02 8.69E+02 7.30E+02 5.58E+02 3.92E+02 2.54E+02 1.52E+02 8.48E+01 4.39E+01 2.11E+01 9.47E+00 3.96E+00 1.54E+00 5.62E-01 1.91E-01 6.08E-02 1.80E-02 5.01E-03 1.30E-03 3.16E-04 7.16E-05 1.52E-05 3.02E-06 5.63E-07 9.79E-08 1.60E-08 2.43E-09
  13.00  1.575  2.33E+04 1.14E+04 1.03E+05 6.87E+02 1.25E+03 1.61E+03 1.72E+03 1.63E+03 1.39E+03 1.08E+03 7.74E+02 5.13E+02 3.16E+02 1.81E+02 9.64E+01 4.80E+01 2.23E+01 9.69E+00 3.94E+00 1.50E+00 5.34E-01 1.78E-01 5.58E-02 1.64E-02 4.50E-03 1.16E-03 2.80E-04 6.35E-05 1.35E-05 2.70E-06 5.06E-07 8.89E-08 1.47E-08
  14.00  1.635  4.44E+04 2.12E+04 1.96E+05 1.23E+03 2.25E+03 2.91E+03 3.14E+03 3.00E+03 2.59E+03 2.05E+03 1.49E+03 1.01E+03 6.36E+02 3.73E+02 2.05E+02 1.05E+02 5.04E+01 2.27E+01 9.56E+00 3.79E+00 1.41E+00 4.91E-01 1.61E-01 4.95E-02 1.43E-02 3.90E-03 9.97E-04 2.40E-04 5.42E-05 1.15E-05 2.30E-06 4.34E-07 7.68E-08
  15.00  1.692  8.33E+04 3.88E+04 3.66E+05 2.18E+03 3.99E+03 5.18E+03 5.65E+03 5.44E+03 4.76E+03 3.81E+03 2.83E+03 1.95E+03 1.25E+03 7.51E+02 4.22E+02 2.22E+02 1.10E+02 5.10E+01 2.22E+01 9.12E+00 3.52E+00 1.28E+00 4.36E-01 1.40E-01 4.26E-02 1.21E-02 3.27E-03 8.28E-04 1.98E-04 4.45E-05 9.44E-06 1.89E-06 3.56E-07
  16.00  1.748  1.53E+05 7.01E+04 6.74E+05 3.80E+03 6.99E+03 9.12E+03 1.00E+04 9.73E+03 8.60E+03 6.98E+03 5.25E+03 3.68E+03 2.41E+03 1.47E+03 8.47E+02 4.57E+02 2.32E+02 1.11E+02 4.98E+01 2.11E+01 8.41E+00 3.16E+00 1.12E+00 3.76E-01 1.19E-01 3.54E-02 9.98E-03 2.65E-03 6.65E-04 1.58E-04 3.53E-05 7.46E-06 1.49E-06
  17.00  1.801  2.78E+05 1.25E+05 1.22E+06 6.56E+03 1.21E+04 1.59E+04 1.75E+04 1.72E+04 1.53E+04 1.26E+04 9.58E+03 6.81E+03 4.53E+03 2.83E+03 1.66E+03 9.15E+02 4.76E+02 2.33E+02 1.08E+02 4.69E+01 1.93E+01 7.51E+00 2.76E+00 9.58E-01 3.14E-01 9.76E-02 2.86E-02 7.95E-03 2.09E-03 5.18E-04 1.22E-04 2.71E-05 5.70E-06
  18.00  1.854  4.98E+05 2.19E+05 2.19E+06 1.12E+04 2.07E+04 2.72E+04 3.02E+04 2.99E+04 2.69E+04 2.23E+04 1.72E+04 1.24E+04 8.38E+03 5.32E+03 3.18E+03 1.79E+03 9.50E+02 4.76E+02 2.26E+02 1.01E+02 4.28E+01 1.71E+01 6.50E+00 2.33E+00 7.93E-01 2.55E-01 7.78E-02 2.25E-02 6.15E-03 1.59E-03 3.91E-04 9.12E-05 2.01E-05
  19.00  1.904  8.79E+05 3.81E+05 3.86E+06 1.89E+04 3.50E+04 4.63E+04 5.16E+04 5.13E+04 4.66E+04 3.90E+04 3.05E+04 2.22E+04 1.52E+04 9.82E+03 5.97E+03 3.42E+03 1.85E+03 9.50E+02 4.61E+02 2.11E+02 9.19E+01 3.78E+01 1.48E+01 5.46E+00 1.92E+00 6.38E-01 2.01E-01 6.03E-02 1.71E-02 4.62E-03 1.18E-03 2.87E-04 6.62E-05
  20.00  1.954  1.53E+06 6.54E+05 6.72E+06 3.16E+04 5.87E+04 7.77E+04 8.72E+04 8.72E+04 7.97E+04 6.74E+04 5.31E+04 3.92E+04 2.72E+04 1.78E+04 1.10E+04 6.42E+03 3.54E+03 1.85E+03 9.17E+02 4.30E+02 1.92E+02 8.09E+01 3.24E+01 1.23E+01 4.46E+00 1.53E+00 4.99E-01 1.54E-01 4.55E-02 1.27E-02 3.38E-03 8.53E-04 2.05E-04
  22.50  2.072  7.55E+06 2.41E+06 2.56E+07 1.09E+05 2.04E+05 2.72E+05 3.09E+05 3.13E+05 2.91E+05 2.51E+05 2.02E+05 1.53E+05 1.09E+05 7.39E+04 4.72E+04 2.86E+04 1.64E+04 8.97E+03 4.65E+03 2.30E+03 1.08E+03 4.81E+02 2.04E+02 8.27E+01 3.19E+01 1.17E+01 4.10E+00 1.37E+00 4.34E-01 1.31E-01 3.79E-02 1.04E-02 2.74E-03
  25.00  2.184  2.84E+07 8.33E+06 9.12E+07 3.58E+05 6.71E+05 9.01E+05 1.03E+06 1.06E+06 9.96E+05 8.73E+05 7.17E+05 5.55E+05 4.06E+05 2.82E+05 1.85E+05 1.16E+05 6.89E+04 3.90E+04 2.10E+04 1.08E+04 5.31E+03 2.48E+03 1.11E+03 4.73E+02 1.92E+02 7.48E+01 2.78E+01 9.85E+00 3.34E+00 1.08E+00 3.34E-01 9.89E-02 2.79E-02
  30.00  2.393  4.54E+08 8.52E+07 9.84E+08 3.34E+06 6.28E+06 8.53E+06 9.89E+06 1.03E+07 9.95E+06 8.96E+06 7.59E+06 6.08E+06 4.62E+06 3.34E+06 2.30E+06 1.51E+06 9.51E+05 5.71E+05 3.28E+05 1.80E+05 9.49E+04 4.78E+04 2.31E+04 1.07E+04 4.75E+03 2.02E+03 8.25E+02 3.23E+02 1.21E+02 4.37E+01 1.51E+01 5.02E+00 1.60E+00
  40.00  2.763  5.54E+10 5.49E+09 6.88E+10 1.85E+08 3.52E+08 4.85E+08 5.73E+08 6.14E+08 6.10E+08 5.69E+08 5.03E+08 4.22E+08 3.38E+08 2.60E+08 1.91E+08 1.35E+08 9.11E+07 5.93E+07 3.71E+07 2.24E+07 1.30E+07 7.26E+06 3.91E+06 2.03E+06 1.02E+06 4.91E+05 2.28E+05 1.03E+05 4.44E+04 1.86E+04 7.48E+03 2.91E+03 1.09E+03
  50.00  3.089  2.27E+12 2.21E+11 2.95E+12 6.66E+09 1.27E+10 1.77E+10 2.12E+10 2.31E+10 2.34E+10 2.24E+10 2.03E+10 1.76E+10 1.46E+10 1.17E+10 8.96E+09 6.62E+09 4.72E+09 3.24E+09 2.15E+09 1.38E+09 8.56E+08 5.13E+08 2.97E+08 1.67E+08 9.04E+07 4.75E+07 2.41E+07 1.19E+07 5.66E+06 2.61E+06 1.17E+06 5.06E+05 2.12E+05
  60.00  3.384  6.57E+13 6.34E+12 8.89E+13 1.74E+11 3.34E+11 4.67E+11 5.65E+11 6.23E+11 6.42E+11 6.25E+11 5.79E+11 5.14E+11 4.39E+11 3.60E+11 2.85E+11 2.18E+11 1.61E+11 1.15E+11 7.99E+10 5.36E+10 3.49E+10 2.20E+10 1.34E+10 7.97E+09 4.59E+09 2.56E+09 1.39E+09 7.31E+08 3.74E+08 1.85E+08 8.94E+07 4.19E+07 1.90E+07
  70.00  3.655  1.47E+15 1.40E+14 2.05E+15 3.57E+12 6.87E+12 9.66E+12 1.18E+13 1.31E+13 1.36E+13 1.35E+13 1.27E+13 1.15E+13 9.98E+12 8.38E+12 6.80E+12 5.34E+12 4.06E+12 3.00E+12 2.14E+12 1.49E+12 1.01E+12 6.59E+11 4.20E+11 2.60E+11 1.57E+11 9.18E+10 5.23E+10 2.90E+10 1.56E+10 8.22E+09 4.20E+09 2.09E+09 1.01E+09
  80.00  3.908  2.68E+16 2.53E+15 3.84E+16 6.02E+13 1.16E+14 1.64E+14 2.01E+14 2.26E+14 2.37E+14 2.37E+14 2.26E+14 2.07E+14 1.83E+14 1.56E+14 1.29E+14 1.04E+14 8.08E+13 6.11E+13 4.49E+13 3.21E+13 2.23E+13 1.51E+13 9.94E+12 6.38E+12 3.98E+12 2.42E+12 1.44E+12 8.31E+11 4.68E+11 2.57E+11 1.38E+11 7.18E+10 3.66E+10
  90.00  4.145  4.13E+17 3.86E+16 6.05E+17 8.65E+14 1.67E+15 2.37E+15 2.92E+15 3.29E+15 3.49E+15 3.52E+15 3.39E+15 3.15E+15 2.82E+15 2.44E+15 2.06E+15 1.68E+15 1.33E+15 1.03E+15 7.71E+14 5.64E+14 4.02E+14 2.79E+14 1.89E+14 1.25E+14 8.03E+13 5.04E+13 3.09E+13 1.85E+13 1.08E+13 6.15E+12 3.42E+12 1.86E+12 9.86E+11
 100.00  4.369  5.52E+18 5.11E+17 8.23E+18 1.08E+16 2.10E+16 2.99E+16 3.69E+16 4.19E+16 4.47E+16 4.54E+16 4.41E+16 4.14E+16 3.75E+16 3.29E+16 2.81E+16 2.33E+16 1.87E+16 1.47E+16 1.13E+16 8.39E+15 6.10E+15 4.33E+15 3.00E+15 2.03E+15 1.34E+15 8.64E+14 5.44E+14 3.35E+14 2.02E+14 1.19E+14 6.82E+13 3.83E+13 2.10E+13
 110.00  4.582  6.54E+19 5.99E+18 9.90E+19 1.21E+17 2.35E+17 3.35E+17 4.16E+17 4.74E+17 5.08E+17 5.19E+17 5.09E+17 4.81E+17 4.40E+17 3.91E+17 3.37E+17 2.83E+17 2.31E+17 1.84E+17 1.43E+17 1.08E+17 8.03E+16 5.81E+16 4.10E+16 2.83E+16 1.91E+16 1.26E+16 8.14E+15 5.14E+15 3.17E+15 1.92E+15 1.13E+15 6.55E+14 3.71E+14
 120.00  4.786  6.97E+20 6.32E+19 1.07E+21 1.22E+18 2.38E+18 3.39E+18 4.23E+18 4.84E+18 5.21E+18 5.36E+18 5.29E+18 5.04E+18 4.65E+18 4.16E+18 3.63E+18 3.08E+18 2.54E+18 2.05E+18 1.62E+18 1.24E+18 9.35E+17 6.87E+17 4.94E+17 3.47E+17 2.39E+17 1.61E+17 1.06E+17 6.83E+16 4.31E+16 2.67E+16 1.62E+16 9.58E+15 5.57E+15
